country,QS Login,Status,seller_id,Task ID,associate_queue,associate,metric_wk_no,associate_action,correct associate action,Associate Key-Driver,Sub-Key driver,Defect Area Associate,QA Comments on Associate Action,Metric name,investigator_task,investigator_queue,investigator,verification_action,correct investigator action,Investigator Key-Driver,Defect Area Investigator,QA Comments on investigator Action,General Notes,Action_correctly_captured,Audit_outcome,associate_resolve date,Type_of_audit,If_data_correctly_captured
country431,QS Login431,Status431,seller_id431,Task ID431,associate_queue431,associate431,48,associate_action431,correct associate action431,Associate Key-Driver431,Sub-Key driver431,Defect Area Associate431,QA Comments on Associate Action431,Metric name431,investigator_task431,investigator_queue431,investigator431,verification_action431,correct investigator action431,Investigator Key-Driver431,Defect Area Investigator431,QA Comments on investigator Action431,General Notes431,Action_correctly_captured431,Audit_outcome431,13/07/2021,Type_of_audit431,If_data_correctly_captured431
country432,QS Login432,Status432,seller_id432,Task ID432,associate_queue432,associate432,48,associate_action432,correct associate action432,Associate Key-Driver432,Sub-Key driver432,Defect Area Associate432,QA Comments on Associate Action432,Metric name432,investigator_task432,investigator_queue432,investigator432,verification_action432,correct investigator action432,Investigator Key-Driver432,Defect Area Investigator432,QA Comments on investigator Action432,General Notes432,Action_correctly_captured432,Audit_outcome432,13/07/2021,Type_of_audit432,If_data_correctly_captured432
country433,QS Login433,Status433,seller_id433,Task ID433,associate_queue433,associate433,48,associate_action433,correct associate action433,Associate Key-Driver433,Sub-Key driver433,Defect Area Associate433,QA Comments on Associate Action433,Metric name433,investigator_task433,investigator_queue433,investigator433,verification_action433,correct investigator action433,Investigator Key-Driver433,Defect Area Investigator433,QA Comments on investigator Action433,General Notes433,Action_correctly_captured433,Audit_outcome433,13/07/2021,Type_of_audit433,If_data_correctly_captured433
country434,QS Login434,Status434,seller_id434,Task ID434,associate_queue434,associate434,48,associate_action434,correct associate action434,Associate Key-Driver434,Sub-Key driver434,Defect Area Associate434,QA Comments on Associate Action434,Metric name434,investigator_task434,investigator_queue434,investigator434,verification_action434,correct investigator action434,Investigator Key-Driver434,Defect Area Investigator434,QA Comments on investigator Action434,General Notes434,Action_correctly_captured434,Audit_outcome434,13/07/2021,Type_of_audit434,If_data_correctly_captured434
country435,QS Login435,Status435,seller_id435,Task ID435,associate_queue435,associate435,48,associate_action435,correct associate action435,Associate Key-Driver435,Sub-Key driver435,Defect Area Associate435,QA Comments on Associate Action435,Metric name435,investigator_task435,investigator_queue435,investigator435,verification_action435,correct investigator action435,Investigator Key-Driver435,Defect Area Investigator435,QA Comments on investigator Action435,General Notes435,Action_correctly_captured435,Audit_outcome435,13/07/2021,Type_of_audit435,If_data_correctly_captured435
country436,QS Login436,Status436,seller_id436,Task ID436,associate_queue436,associate436,48,associate_action436,correct associate action436,Associate Key-Driver436,Sub-Key driver436,Defect Area Associate436,QA Comments on Associate Action436,Metric name436,investigator_task436,investigator_queue436,investigator436,verification_action436,correct investigator action436,Investigator Key-Driver436,Defect Area Investigator436,QA Comments on investigator Action436,General Notes436,Action_correctly_captured436,Audit_outcome436,13/07/2021,Type_of_audit436,If_data_correctly_captured436
country437,QS Login437,Status437,seller_id437,Task ID437,associate_queue437,associate437,48,associate_action437,correct associate action437,Associate Key-Driver437,Sub-Key driver437,Defect Area Associate437,QA Comments on Associate Action437,Metric name437,investigator_task437,investigator_queue437,investigator437,verification_action437,correct investigator action437,Investigator Key-Driver437,Defect Area Investigator437,QA Comments on investigator Action437,General Notes437,Action_correctly_captured437,Audit_outcome437,13/07/2021,Type_of_audit437,If_data_correctly_captured437
country438,QS Login438,Status438,seller_id438,Task ID438,associate_queue438,associate438,48,associate_action438,correct associate action438,Associate Key-Driver438,Sub-Key driver438,Defect Area Associate438,QA Comments on Associate Action438,Metric name438,investigator_task438,investigator_queue438,investigator438,verification_action438,correct investigator action438,Investigator Key-Driver438,Defect Area Investigator438,QA Comments on investigator Action438,General Notes438,Action_correctly_captured438,Audit_outcome438,13/07/2021,Type_of_audit438,If_data_correctly_captured438
country439,QS Login439,Status439,seller_id439,Task ID439,associate_queue439,associate439,48,associate_action439,correct associate action439,Associate Key-Driver439,Sub-Key driver439,Defect Area Associate439,QA Comments on Associate Action439,Metric name439,investigator_task439,investigator_queue439,investigator439,verification_action439,correct investigator action439,Investigator Key-Driver439,Defect Area Investigator439,QA Comments on investigator Action439,General Notes439,Action_correctly_captured439,Audit_outcome439,13/07/2021,Type_of_audit439,If_data_correctly_captured439
country440,QS Login440,Status440,seller_id440,Task ID440,associate_queue440,associate440,48,associate_action440,correct associate action440,Associate Key-Driver440,Sub-Key driver440,Defect Area Associate440,QA Comments on Associate Action440,Metric name440,investigator_task440,investigator_queue440,investigator440,verification_action440,correct investigator action440,Investigator Key-Driver440,Defect Area Investigator440,QA Comments on investigator Action440,General Notes440,Action_correctly_captured440,Audit_outcome440,13/07/2021,Type_of_audit440,If_data_correctly_captured440
country441,QS Login441,Status441,seller_id441,Task ID441,associate_queue441,associate441,48,associate_action441,correct associate action441,Associate Key-Driver441,Sub-Key driver441,Defect Area Associate441,QA Comments on Associate Action441,Metric name441,investigator_task441,investigator_queue441,investigator441,verification_action441,correct investigator action441,Investigator Key-Driver441,Defect Area Investigator441,QA Comments on investigator Action441,General Notes441,Action_correctly_captured441,Audit_outcome441,13/07/2021,Type_of_audit441,If_data_correctly_captured441
country442,QS Login442,Status442,seller_id442,Task ID442,associate_queue442,associate442,48,associate_action442,correct associate action442,Associate Key-Driver442,Sub-Key driver442,Defect Area Associate442,QA Comments on Associate Action442,Metric name442,investigator_task442,investigator_queue442,investigator442,verification_action442,correct investigator action442,Investigator Key-Driver442,Defect Area Investigator442,QA Comments on investigator Action442,General Notes442,Action_correctly_captured442,Audit_outcome442,13/07/2021,Type_of_audit442,If_data_correctly_captured442
country443,QS Login443,Status443,seller_id443,Task ID443,associate_queue443,associate443,48,associate_action443,correct associate action443,Associate Key-Driver443,Sub-Key driver443,Defect Area Associate443,QA Comments on Associate Action443,Metric name443,investigator_task443,investigator_queue443,investigator443,verification_action443,correct investigator action443,Investigator Key-Driver443,Defect Area Investigator443,QA Comments on investigator Action443,General Notes443,Action_correctly_captured443,Audit_outcome443,13/07/2021,Type_of_audit443,If_data_correctly_captured443
country444,QS Login444,Status444,seller_id444,Task ID444,associate_queue444,associate444,48,associate_action444,correct associate action444,Associate Key-Driver444,Sub-Key driver444,Defect Area Associate444,QA Comments on Associate Action444,Metric name444,investigator_task444,investigator_queue444,investigator444,verification_action444,correct investigator action444,Investigator Key-Driver444,Defect Area Investigator444,QA Comments on investigator Action444,General Notes444,Action_correctly_captured444,Audit_outcome444,13/07/2021,Type_of_audit444,If_data_correctly_captured444
country445,QS Login445,Status445,seller_id445,Task ID445,associate_queue445,associate445,48,associate_action445,correct associate action445,Associate Key-Driver445,Sub-Key driver445,Defect Area Associate445,QA Comments on Associate Action445,Metric name445,investigator_task445,investigator_queue445,investigator445,verification_action445,correct investigator action445,Investigator Key-Driver445,Defect Area Investigator445,QA Comments on investigator Action445,General Notes445,Action_correctly_captured445,Audit_outcome445,13/07/2021,Type_of_audit445,If_data_correctly_captured445
country446,QS Login446,Status446,seller_id446,Task ID446,associate_queue446,associate446,48,associate_action446,correct associate action446,Associate Key-Driver446,Sub-Key driver446,Defect Area Associate446,QA Comments on Associate Action446,Metric name446,investigator_task446,investigator_queue446,investigator446,verification_action446,correct investigator action446,Investigator Key-Driver446,Defect Area Investigator446,QA Comments on investigator Action446,General Notes446,Action_correctly_captured446,Audit_outcome446,13/07/2021,Type_of_audit446,If_data_correctly_captured446
country447,QS Login447,Status447,seller_id447,Task ID447,associate_queue447,associate447,48,associate_action447,correct associate action447,Associate Key-Driver447,Sub-Key driver447,Defect Area Associate447,QA Comments on Associate Action447,Metric name447,investigator_task447,investigator_queue447,investigator447,verification_action447,correct investigator action447,Investigator Key-Driver447,Defect Area Investigator447,QA Comments on investigator Action447,General Notes447,Action_correctly_captured447,Audit_outcome447,13/07/2021,Type_of_audit447,If_data_correctly_captured447
country448,QS Login448,Status448,seller_id448,Task ID448,associate_queue448,associate448,48,associate_action448,correct associate action448,Associate Key-Driver448,Sub-Key driver448,Defect Area Associate448,QA Comments on Associate Action448,Metric name448,investigator_task448,investigator_queue448,investigator448,verification_action448,correct investigator action448,Investigator Key-Driver448,Defect Area Investigator448,QA Comments on investigator Action448,General Notes448,Action_correctly_captured448,Audit_outcome448,13/07/2021,Type_of_audit448,If_data_correctly_captured448
country449,QS Login449,Status449,seller_id449,Task ID449,associate_queue449,associate449,48,associate_action449,correct associate action449,Associate Key-Driver449,Sub-Key driver449,Defect Area Associate449,QA Comments on Associate Action449,Metric name449,investigator_task449,investigator_queue449,investigator449,verification_action449,correct investigator action449,Investigator Key-Driver449,Defect Area Investigator449,QA Comments on investigator Action449,General Notes449,Action_correctly_captured449,Audit_outcome449,13/07/2021,Type_of_audit449,If_data_correctly_captured449
country450,QS Login450,Status450,seller_id450,Task ID450,associate_queue450,associate450,48,associate_action450,correct associate action450,Associate Key-Driver450,Sub-Key driver450,Defect Area Associate450,QA Comments on Associate Action450,Metric name450,investigator_task450,investigator_queue450,investigator450,verification_action450,correct investigator action450,Investigator Key-Driver450,Defect Area Investigator450,QA Comments on investigator Action450,General Notes450,Action_correctly_captured450,Audit_outcome450,13/07/2021,Type_of_audit450,If_data_correctly_captured450
country451,QS Login451,Status451,seller_id451,Task ID451,associate_queue451,associate451,48,associate_action451,correct associate action451,Associate Key-Driver451,Sub-Key driver451,Defect Area Associate451,QA Comments on Associate Action451,Metric name451,investigator_task451,investigator_queue451,investigator451,verification_action451,correct investigator action451,Investigator Key-Driver451,Defect Area Investigator451,QA Comments on investigator Action451,General Notes451,Action_correctly_captured451,Audit_outcome451,13/07/2021,Type_of_audit451,If_data_correctly_captured451
country452,QS Login452,Status452,seller_id452,Task ID452,associate_queue452,associate452,48,associate_action452,correct associate action452,Associate Key-Driver452,Sub-Key driver452,Defect Area Associate452,QA Comments on Associate Action452,Metric name452,investigator_task452,investigator_queue452,investigator452,verification_action452,correct investigator action452,Investigator Key-Driver452,Defect Area Investigator452,QA Comments on investigator Action452,General Notes452,Action_correctly_captured452,Audit_outcome452,13/07/2021,Type_of_audit452,If_data_correctly_captured452
country453,QS Login453,Status453,seller_id453,Task ID453,associate_queue453,associate453,48,associate_action453,correct associate action453,Associate Key-Driver453,Sub-Key driver453,Defect Area Associate453,QA Comments on Associate Action453,Metric name453,investigator_task453,investigator_queue453,investigator453,verification_action453,correct investigator action453,Investigator Key-Driver453,Defect Area Investigator453,QA Comments on investigator Action453,General Notes453,Action_correctly_captured453,Audit_outcome453,13/07/2021,Type_of_audit453,If_data_correctly_captured453
country454,QS Login454,Status454,seller_id454,Task ID454,associate_queue454,associate454,48,associate_action454,correct associate action454,Associate Key-Driver454,Sub-Key driver454,Defect Area Associate454,QA Comments on Associate Action454,Metric name454,investigator_task454,investigator_queue454,investigator454,verification_action454,correct investigator action454,Investigator Key-Driver454,Defect Area Investigator454,QA Comments on investigator Action454,General Notes454,Action_correctly_captured454,Audit_outcome454,13/07/2021,Type_of_audit454,If_data_correctly_captured454
country455,QS Login455,Status455,seller_id455,Task ID455,associate_queue455,associate455,48,associate_action455,correct associate action455,Associate Key-Driver455,Sub-Key driver455,Defect Area Associate455,QA Comments on Associate Action455,Metric name455,investigator_task455,investigator_queue455,investigator455,verification_action455,correct investigator action455,Investigator Key-Driver455,Defect Area Investigator455,QA Comments on investigator Action455,General Notes455,Action_correctly_captured455,Audit_outcome455,13/07/2021,Type_of_audit455,If_data_correctly_captured455
country456,QS Login456,Status456,seller_id456,Task ID456,associate_queue456,associate456,48,associate_action456,correct associate action456,Associate Key-Driver456,Sub-Key driver456,Defect Area Associate456,QA Comments on Associate Action456,Metric name456,investigator_task456,investigator_queue456,investigator456,verification_action456,correct investigator action456,Investigator Key-Driver456,Defect Area Investigator456,QA Comments on investigator Action456,General Notes456,Action_correctly_captured456,Audit_outcome456,13/07/2021,Type_of_audit456,If_data_correctly_captured456
country457,QS Login457,Status457,seller_id457,Task ID457,associate_queue457,associate457,48,associate_action457,correct associate action457,Associate Key-Driver457,Sub-Key driver457,Defect Area Associate457,QA Comments on Associate Action457,Metric name457,investigator_task457,investigator_queue457,investigator457,verification_action457,correct investigator action457,Investigator Key-Driver457,Defect Area Investigator457,QA Comments on investigator Action457,General Notes457,Action_correctly_captured457,Audit_outcome457,13/07/2021,Type_of_audit457,If_data_correctly_captured457
country458,QS Login458,Status458,seller_id458,Task ID458,associate_queue458,associate458,48,associate_action458,correct associate action458,Associate Key-Driver458,Sub-Key driver458,Defect Area Associate458,QA Comments on Associate Action458,Metric name458,investigator_task458,investigator_queue458,investigator458,verification_action458,correct investigator action458,Investigator Key-Driver458,Defect Area Investigator458,QA Comments on investigator Action458,General Notes458,Action_correctly_captured458,Audit_outcome458,13/07/2021,Type_of_audit458,If_data_correctly_captured458
country459,QS Login459,Status459,seller_id459,Task ID459,associate_queue459,associate459,48,associate_action459,correct associate action459,Associate Key-Driver459,Sub-Key driver459,Defect Area Associate459,QA Comments on Associate Action459,Metric name459,investigator_task459,investigator_queue459,investigator459,verification_action459,correct investigator action459,Investigator Key-Driver459,Defect Area Investigator459,QA Comments on investigator Action459,General Notes459,Action_correctly_captured459,Audit_outcome459,13/07/2021,Type_of_audit459,If_data_correctly_captured459
country460,QS Login460,Status460,seller_id460,Task ID460,associate_queue460,associate460,48,associate_action460,correct associate action460,Associate Key-Driver460,Sub-Key driver460,Defect Area Associate460,QA Comments on Associate Action460,Metric name460,investigator_task460,investigator_queue460,investigator460,verification_action460,correct investigator action460,Investigator Key-Driver460,Defect Area Investigator460,QA Comments on investigator Action460,General Notes460,Action_correctly_captured460,Audit_outcome460,13/07/2021,Type_of_audit460,If_data_correctly_captured460
country461,QS Login461,Status461,seller_id461,Task ID461,associate_queue461,associate461,48,associate_action461,correct associate action461,Associate Key-Driver461,Sub-Key driver461,Defect Area Associate461,QA Comments on Associate Action461,Metric name461,investigator_task461,investigator_queue461,investigator461,verification_action461,correct investigator action461,Investigator Key-Driver461,Defect Area Investigator461,QA Comments on investigator Action461,General Notes461,Action_correctly_captured461,Audit_outcome461,13/07/2021,Type_of_audit461,If_data_correctly_captured461
country462,QS Login462,Status462,seller_id462,Task ID462,associate_queue462,associate462,48,associate_action462,correct associate action462,Associate Key-Driver462,Sub-Key driver462,Defect Area Associate462,QA Comments on Associate Action462,Metric name462,investigator_task462,investigator_queue462,investigator462,verification_action462,correct investigator action462,Investigator Key-Driver462,Defect Area Investigator462,QA Comments on investigator Action462,General Notes462,Action_correctly_captured462,Audit_outcome462,13/07/2021,Type_of_audit462,If_data_correctly_captured462
country463,QS Login463,Status463,seller_id463,Task ID463,associate_queue463,associate463,48,associate_action463,correct associate action463,Associate Key-Driver463,Sub-Key driver463,Defect Area Associate463,QA Comments on Associate Action463,Metric name463,investigator_task463,investigator_queue463,investigator463,verification_action463,correct investigator action463,Investigator Key-Driver463,Defect Area Investigator463,QA Comments on investigator Action463,General Notes463,Action_correctly_captured463,Audit_outcome463,13/07/2021,Type_of_audit463,If_data_correctly_captured463
country464,QS Login464,Status464,seller_id464,Task ID464,associate_queue464,associate464,48,associate_action464,correct associate action464,Associate Key-Driver464,Sub-Key driver464,Defect Area Associate464,QA Comments on Associate Action464,Metric name464,investigator_task464,investigator_queue464,investigator464,verification_action464,correct investigator action464,Investigator Key-Driver464,Defect Area Investigator464,QA Comments on investigator Action464,General Notes464,Action_correctly_captured464,Audit_outcome464,13/07/2021,Type_of_audit464,If_data_correctly_captured464
country465,QS Login465,Status465,seller_id465,Task ID465,associate_queue465,associate465,48,associate_action465,correct associate action465,Associate Key-Driver465,Sub-Key driver465,Defect Area Associate465,QA Comments on Associate Action465,Metric name465,investigator_task465,investigator_queue465,investigator465,verification_action465,correct investigator action465,Investigator Key-Driver465,Defect Area Investigator465,QA Comments on investigator Action465,General Notes465,Action_correctly_captured465,Audit_outcome465,13/07/2021,Type_of_audit465,If_data_correctly_captured465
country466,QS Login466,Status466,seller_id466,Task ID466,associate_queue466,associate466,48,associate_action466,correct associate action466,Associate Key-Driver466,Sub-Key driver466,Defect Area Associate466,QA Comments on Associate Action466,Metric name466,investigator_task466,investigator_queue466,investigator466,verification_action466,correct investigator action466,Investigator Key-Driver466,Defect Area Investigator466,QA Comments on investigator Action466,General Notes466,Action_correctly_captured466,Audit_outcome466,13/07/2021,Type_of_audit466,If_data_correctly_captured466
country467,QS Login467,Status467,seller_id467,Task ID467,associate_queue467,associate467,48,associate_action467,correct associate action467,Associate Key-Driver467,Sub-Key driver467,Defect Area Associate467,QA Comments on Associate Action467,Metric name467,investigator_task467,investigator_queue467,investigator467,verification_action467,correct investigator action467,Investigator Key-Driver467,Defect Area Investigator467,QA Comments on investigator Action467,General Notes467,Action_correctly_captured467,Audit_outcome467,13/07/2021,Type_of_audit467,If_data_correctly_captured467
country468,QS Login468,Status468,seller_id468,Task ID468,associate_queue468,associate468,48,associate_action468,correct associate action468,Associate Key-Driver468,Sub-Key driver468,Defect Area Associate468,QA Comments on Associate Action468,Metric name468,investigator_task468,investigator_queue468,investigator468,verification_action468,correct investigator action468,Investigator Key-Driver468,Defect Area Investigator468,QA Comments on investigator Action468,General Notes468,Action_correctly_captured468,Audit_outcome468,13/07/2021,Type_of_audit468,If_data_correctly_captured468
country469,QS Login469,Status469,seller_id469,Task ID469,associate_queue469,associate469,48,associate_action469,correct associate action469,Associate Key-Driver469,Sub-Key driver469,Defect Area Associate469,QA Comments on Associate Action469,Metric name469,investigator_task469,investigator_queue469,investigator469,verification_action469,correct investigator action469,Investigator Key-Driver469,Defect Area Investigator469,QA Comments on investigator Action469,General Notes469,Action_correctly_captured469,Audit_outcome469,13/07/2021,Type_of_audit469,If_data_correctly_captured469
country470,QS Login470,Status470,seller_id470,Task ID470,associate_queue470,associate470,48,associate_action470,correct associate action470,Associate Key-Driver470,Sub-Key driver470,Defect Area Associate470,QA Comments on Associate Action470,Metric name470,investigator_task470,investigator_queue470,investigator470,verification_action470,correct investigator action470,Investigator Key-Driver470,Defect Area Investigator470,QA Comments on investigator Action470,General Notes470,Action_correctly_captured470,Audit_outcome470,13/07/2021,Type_of_audit470,If_data_correctly_captured470
country471,QS Login471,Status471,seller_id471,Task ID471,associate_queue471,associate471,48,associate_action471,correct associate action471,Associate Key-Driver471,Sub-Key driver471,Defect Area Associate471,QA Comments on Associate Action471,Metric name471,investigator_task471,investigator_queue471,investigator471,verification_action471,correct investigator action471,Investigator Key-Driver471,Defect Area Investigator471,QA Comments on investigator Action471,General Notes471,Action_correctly_captured471,Audit_outcome471,13/07/2021,Type_of_audit471,If_data_correctly_captured471
country472,QS Login472,Status472,seller_id472,Task ID472,associate_queue472,associate472,48,associate_action472,correct associate action472,Associate Key-Driver472,Sub-Key driver472,Defect Area Associate472,QA Comments on Associate Action472,Metric name472,investigator_task472,investigator_queue472,investigator472,verification_action472,correct investigator action472,Investigator Key-Driver472,Defect Area Investigator472,QA Comments on investigator Action472,General Notes472,Action_correctly_captured472,Audit_outcome472,13/07/2021,Type_of_audit472,If_data_correctly_captured472
country473,QS Login473,Status473,seller_id473,Task ID473,associate_queue473,associate473,48,associate_action473,correct associate action473,Associate Key-Driver473,Sub-Key driver473,Defect Area Associate473,QA Comments on Associate Action473,Metric name473,investigator_task473,investigator_queue473,investigator473,verification_action473,correct investigator action473,Investigator Key-Driver473,Defect Area Investigator473,QA Comments on investigator Action473,General Notes473,Action_correctly_captured473,Audit_outcome473,13/07/2021,Type_of_audit473,If_data_correctly_captured473
country474,QS Login474,Status474,seller_id474,Task ID474,associate_queue474,associate474,48,associate_action474,correct associate action474,Associate Key-Driver474,Sub-Key driver474,Defect Area Associate474,QA Comments on Associate Action474,Metric name474,investigator_task474,investigator_queue474,investigator474,verification_action474,correct investigator action474,Investigator Key-Driver474,Defect Area Investigator474,QA Comments on investigator Action474,General Notes474,Action_correctly_captured474,Audit_outcome474,13/07/2021,Type_of_audit474,If_data_correctly_captured474
country475,QS Login475,Status475,seller_id475,Task ID475,associate_queue475,associate475,48,associate_action475,correct associate action475,Associate Key-Driver475,Sub-Key driver475,Defect Area Associate475,QA Comments on Associate Action475,Metric name475,investigator_task475,investigator_queue475,investigator475,verification_action475,correct investigator action475,Investigator Key-Driver475,Defect Area Investigator475,QA Comments on investigator Action475,General Notes475,Action_correctly_captured475,Audit_outcome475,13/07/2021,Type_of_audit475,If_data_correctly_captured475
country476,QS Login476,Status476,seller_id476,Task ID476,associate_queue476,associate476,48,associate_action476,correct associate action476,Associate Key-Driver476,Sub-Key driver476,Defect Area Associate476,QA Comments on Associate Action476,Metric name476,investigator_task476,investigator_queue476,investigator476,verification_action476,correct investigator action476,Investigator Key-Driver476,Defect Area Investigator476,QA Comments on investigator Action476,General Notes476,Action_correctly_captured476,Audit_outcome476,13/07/2021,Type_of_audit476,If_data_correctly_captured476
country477,QS Login477,Status477,seller_id477,Task ID477,associate_queue477,associate477,48,associate_action477,correct associate action477,Associate Key-Driver477,Sub-Key driver477,Defect Area Associate477,QA Comments on Associate Action477,Metric name477,investigator_task477,investigator_queue477,investigator477,verification_action477,correct investigator action477,Investigator Key-Driver477,Defect Area Investigator477,QA Comments on investigator Action477,General Notes477,Action_correctly_captured477,Audit_outcome477,13/07/2021,Type_of_audit477,If_data_correctly_captured477
country478,QS Login478,Status478,seller_id478,Task ID478,associate_queue478,associate478,48,associate_action478,correct associate action478,Associate Key-Driver478,Sub-Key driver478,Defect Area Associate478,QA Comments on Associate Action478,Metric name478,investigator_task478,investigator_queue478,investigator478,verification_action478,correct investigator action478,Investigator Key-Driver478,Defect Area Investigator478,QA Comments on investigator Action478,General Notes478,Action_correctly_captured478,Audit_outcome478,13/07/2021,Type_of_audit478,If_data_correctly_captured478
country479,QS Login479,Status479,seller_id479,Task ID479,associate_queue479,associate479,48,associate_action479,correct associate action479,Associate Key-Driver479,Sub-Key driver479,Defect Area Associate479,QA Comments on Associate Action479,Metric name479,investigator_task479,investigator_queue479,investigator479,verification_action479,correct investigator action479,Investigator Key-Driver479,Defect Area Investigator479,QA Comments on investigator Action479,General Notes479,Action_correctly_captured479,Audit_outcome479,13/07/2021,Type_of_audit479,If_data_correctly_captured479
country480,QS Login480,Status480,seller_id480,Task ID480,associate_queue480,associate480,48,associate_action480,correct associate action480,Associate Key-Driver480,Sub-Key driver480,Defect Area Associate480,QA Comments on Associate Action480,Metric name480,investigator_task480,investigator_queue480,investigator480,verification_action480,correct investigator action480,Investigator Key-Driver480,Defect Area Investigator480,QA Comments on investigator Action480,General Notes480,Action_correctly_captured480,Audit_outcome480,13/07/2021,Type_of_audit480,If_data_correctly_captured480
country481,QS Login481,Status481,seller_id481,Task ID481,associate_queue481,associate481,48,associate_action481,correct associate action481,Associate Key-Driver481,Sub-Key driver481,Defect Area Associate481,QA Comments on Associate Action481,Metric name481,investigator_task481,investigator_queue481,investigator481,verification_action481,correct investigator action481,Investigator Key-Driver481,Defect Area Investigator481,QA Comments on investigator Action481,General Notes481,Action_correctly_captured481,Audit_outcome481,13/07/2021,Type_of_audit481,If_data_correctly_captured481
country482,QS Login482,Status482,seller_id482,Task ID482,associate_queue482,associate482,48,associate_action482,correct associate action482,Associate Key-Driver482,Sub-Key driver482,Defect Area Associate482,QA Comments on Associate Action482,Metric name482,investigator_task482,investigator_queue482,investigator482,verification_action482,correct investigator action482,Investigator Key-Driver482,Defect Area Investigator482,QA Comments on investigator Action482,General Notes482,Action_correctly_captured482,Audit_outcome482,13/07/2021,Type_of_audit482,If_data_correctly_captured482
country483,QS Login483,Status483,seller_id483,Task ID483,associate_queue483,associate483,48,associate_action483,correct associate action483,Associate Key-Driver483,Sub-Key driver483,Defect Area Associate483,QA Comments on Associate Action483,Metric name483,investigator_task483,investigator_queue483,investigator483,verification_action483,correct investigator action483,Investigator Key-Driver483,Defect Area Investigator483,QA Comments on investigator Action483,General Notes483,Action_correctly_captured483,Audit_outcome483,13/07/2021,Type_of_audit483,If_data_correctly_captured483
country484,QS Login484,Status484,seller_id484,Task ID484,associate_queue484,associate484,48,associate_action484,correct associate action484,Associate Key-Driver484,Sub-Key driver484,Defect Area Associate484,QA Comments on Associate Action484,Metric name484,investigator_task484,investigator_queue484,investigator484,verification_action484,correct investigator action484,Investigator Key-Driver484,Defect Area Investigator484,QA Comments on investigator Action484,General Notes484,Action_correctly_captured484,Audit_outcome484,13/07/2021,Type_of_audit484,If_data_correctly_captured484
country485,QS Login485,Status485,seller_id485,Task ID485,associate_queue485,associate485,48,associate_action485,correct associate action485,Associate Key-Driver485,Sub-Key driver485,Defect Area Associate485,QA Comments on Associate Action485,Metric name485,investigator_task485,investigator_queue485,investigator485,verification_action485,correct investigator action485,Investigator Key-Driver485,Defect Area Investigator485,QA Comments on investigator Action485,General Notes485,Action_correctly_captured485,Audit_outcome485,13/07/2021,Type_of_audit485,If_data_correctly_captured485
country486,QS Login486,Status486,seller_id486,Task ID486,associate_queue486,associate486,48,associate_action486,correct associate action486,Associate Key-Driver486,Sub-Key driver486,Defect Area Associate486,QA Comments on Associate Action486,Metric name486,investigator_task486,investigator_queue486,investigator486,verification_action486,correct investigator action486,Investigator Key-Driver486,Defect Area Investigator486,QA Comments on investigator Action486,General Notes486,Action_correctly_captured486,Audit_outcome486,13/07/2021,Type_of_audit486,If_data_correctly_captured486
country487,QS Login487,Status487,seller_id487,Task ID487,associate_queue487,associate487,48,associate_action487,correct associate action487,Associate Key-Driver487,Sub-Key driver487,Defect Area Associate487,QA Comments on Associate Action487,Metric name487,investigator_task487,investigator_queue487,investigator487,verification_action487,correct investigator action487,Investigator Key-Driver487,Defect Area Investigator487,QA Comments on investigator Action487,General Notes487,Action_correctly_captured487,Audit_outcome487,13/07/2021,Type_of_audit487,If_data_correctly_captured487
country488,QS Login488,Status488,seller_id488,Task ID488,associate_queue488,associate488,48,associate_action488,correct associate action488,Associate Key-Driver488,Sub-Key driver488,Defect Area Associate488,QA Comments on Associate Action488,Metric name488,investigator_task488,investigator_queue488,investigator488,verification_action488,correct investigator action488,Investigator Key-Driver488,Defect Area Investigator488,QA Comments on investigator Action488,General Notes488,Action_correctly_captured488,Audit_outcome488,13/07/2021,Type_of_audit488,If_data_correctly_captured488
country489,QS Login489,Status489,seller_id489,Task ID489,associate_queue489,associate489,48,associate_action489,correct associate action489,Associate Key-Driver489,Sub-Key driver489,Defect Area Associate489,QA Comments on Associate Action489,Metric name489,investigator_task489,investigator_queue489,investigator489,verification_action489,correct investigator action489,Investigator Key-Driver489,Defect Area Investigator489,QA Comments on investigator Action489,General Notes489,Action_correctly_captured489,Audit_outcome489,13/07/2021,Type_of_audit489,If_data_correctly_captured489
country490,QS Login490,Status490,seller_id490,Task ID490,associate_queue490,associate490,48,associate_action490,correct associate action490,Associate Key-Driver490,Sub-Key driver490,Defect Area Associate490,QA Comments on Associate Action490,Metric name490,investigator_task490,investigator_queue490,investigator490,verification_action490,correct investigator action490,Investigator Key-Driver490,Defect Area Investigator490,QA Comments on investigator Action490,General Notes490,Action_correctly_captured490,Audit_outcome490,13/07/2021,Type_of_audit490,If_data_correctly_captured490
country491,QS Login491,Status491,seller_id491,Task ID491,associate_queue491,associate491,48,associate_action491,correct associate action491,Associate Key-Driver491,Sub-Key driver491,Defect Area Associate491,QA Comments on Associate Action491,Metric name491,investigator_task491,investigator_queue491,investigator491,verification_action491,correct investigator action491,Investigator Key-Driver491,Defect Area Investigator491,QA Comments on investigator Action491,General Notes491,Action_correctly_captured491,Audit_outcome491,13/07/2021,Type_of_audit491,If_data_correctly_captured491
